id	nombre	categoria	vigencia	stock_total	costo_promedio	stock_principal	stock_jenifer	stock_santiago	stock_ricardo	stock_mercado_libre	stock_villa_aburra	stock_apica	stock_el_salvador	stock_desarrollo	stock_no_conformes
338	BOLSA PLANA PET METALIZADA / FLEXIBLE SIN IMPRESION 16X22 EMPAQUE COBERTURA	T03.31. BOLSAS PLASTICAS	Vigente	4	254.4	4	0	0	0	0	0	0	0	0	0
339	INFUSION DE CACAO CON MENTA Y POLEN X KILO PRODUCTO EN PROCESO	T01.03. AGROECOLOGICOS GRAL	Vigente	0	9855	0	0	0	0	0	0	0	0	0	0
340	VINAGRE / ACIDO ACETICO X 3 LITROS / MINORISTA (LIMPIEZA Y DESINFECCION)	T05.06. CONSUMIBLES PRODUCCION Y VENTAS	Vigente	-No aplica-	4800	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
341	BOLSA PLANA PET METALIZADA  FELXIBLE 16X28CM	T03.31. BOLSAS PLASTICAS	Vigente	50	396.79	50	0	0	0	0	0	0	0	0	0
342	MIEL OS CARMEN X KILO	T01.03. AGROECOLOGICOS GRAL	Vigente	0	15001.1046	0	0	0	0	0	0	0	0	0	0
343	ETIQUETA CHOCOMIEL 250	T03.21. ETIQUETAS ADESIVAS	Vigente	33	150	33	0	0	0	0	0	0	0	0	0
344	ETIQUETA CHOCOMIEL 135	T03.21. ETIQUETAS ADESIVAS	Vigente	93	150	93	0	0	0	0	0	0	0	0	0
346	CHOCOMIEL 80/20 x Kg	T01.03. AGROECOLOGICOS GRAL	Vigente	0.82	271058.1818	0.82	0	0	0	0	0	0	0	0	0
347	Miel OS Carmen Cristalizada 150 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	2	6794.2492	0	0	0	0	0	0	0	0	0	2
348	Miel OS Carmen Cristalizada 275 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	4	13478.2354	0	0	0	0	0	0	0	0	0	4
349	Miel OS Carmen Cristalizada 640 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	21547.2455	0	0	0	0	0	0	0	0	0	0
350	Miel OS Carmen Cristalizada 1000 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	1	35821.6321	0	0	0	0	0	0	0	0	0	1
351	ETIQUETA MIEL OS CARMEN CRISTALIZADA  150G	T03.21. ETIQUETAS ADESIVAS	Vigente	20	283.9745	20	0	0	0	0	0	0	0	0	0
352	ETIQUETA MIEL OS CARMEN CRISTALIZADA  275G	T03.21. ETIQUETAS ADESIVAS	Vigente	4	272.7918	4	0	0	0	0	0	0	0	0	0
353	ETIQUETA MIEL OS CARMEN CRISTALIZADA  640G	T03.21. ETIQUETAS ADESIVAS	Vigente	0	260.2994	0	0	0	0	0	0	0	0	0	0
354	ETIQUETA MIEL OS CARMEN CRISTALIZADA  1000G	T03.21. ETIQUETAS ADESIVAS	Vigente	1	317.037	1	0	0	0	0	0	0	0	0	0
355	CHOCOMIEL OS 135cc	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	15	16540.4671	15	0	0	0	0	0	0	0	0	0
358	NIBS DE CACAO SF X KG	T01.03. AGROECOLOGICOS GRAL	Vigente	0	24828.8007	0	0	0	0	0	0	0	0	0	0
359	CASCARILLA DE CACAO SF x KL	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
360	Chocomiel degustacion 65g	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	16	24369.2731	16	0	0	0	0	0	0	0	0	0
361	Miel Os Carmen degustacion 65 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	2064.667	0	0	0	0	0	0	0	0	0	0
363	MACADAMIA CRUDA (SIN TOSTAR) X KILO	T01.03. AGROECOLOGICOS GRAL	Vigente	0.87	62087.1039	0.87	0	0	0	0	0	0	0	0	0
367	CREMA DE MACADAMIA X KILO	DESARROLLO DE PRODUCTO	Vigente	0	124484.4028	0	0	0	0	0	0	0	0	0	0
369	DESCUENTOS	NULL	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
370	DS Crema de chocolate receta 1 x gramo	DESARROLLO DE PRODUCTO	Vigente	0	25.0472	0	0	0	0	0	0	0	0	0	0
371	DS Crema de chocolate receta 2 x gramo	DESARROLLO DE PRODUCTO	Vigente	0	36.8676	0	0	0	0	0	0	0	0	0	0
372	DS Crema de miel x Kg	T999. PRODUCTOS QUE NO SE USAN	Vigente	0.88	15000	0	0	0	0	0	0	0	0	0.88	0
373	MIEL FILTRADA  y PASTEURIZADA x KILO	T01.03. AGROECOLOGICOS GRAL	Vigente	0	16500	0	0	0	0	0	0	0	0	0	0
374	BOLSA GRAN FORMATO 13KG EMPAQUE MAT. PRIMA	T03.31. BOLSAS PLASTICAS	Vigente	0	2566.36	0	0	0	0	0	0	0	0	0	0
375	BOLSA VERDE 35KG IMPRESA EMPAQUE MAT. PRIMA	T03.31. BOLSAS PLASTICAS	Vigente	0	6647	0	0	0	0	0	0	0	0	0	0
376	Etiquetas Chocolate 500g granulado Delantera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	70	1602.4676	70	0	0	0	0	0	0	0	0	0
377	Etiquetas chocolate 250g granulado Delantera x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	63	1425.9486	63	0	0	0	0	0	0	0	0	0
378	DS AJO CRIOLLO X KG	DESARROLLO DE PRODUCTO	Vigente	0	30	0	0	0	0	0	0	0	0	0	0
379	DS AJI VARIEDADES x KG	DESARROLLO DE PRODUCTO	Vigente	0.27	50000	0.27	0	0	0	0	0	0	0	0	0
380	EUCALIPTO EN RAMA X KG	T01.03. AGROECOLOGICOS GRAL	Vigente	0	13661.7278	0	0	0	0	0	0	0	0	0	0
381	DS MIEL INFUSIONADA ROMERO Y JENGIBRE 265g	DESARROLLO DE PRODUCTO	Vigente	0	39440	0	0	0	0	0	0	0	0	0	0
382	DS MIEL INFUSIONADA  AJO CRIOLLO 265g	DESARROLLO DE PRODUCTO	Vigente	0	32846.75	0	0	0	0	0	0	0	0	0	0
383	DS MIEL INFUSIONADA EUCALIPTO 265g	DESARROLLO DE PRODUCTO	Vigente	0	39440	0	0	0	0	0	0	0	0	0	0
384	Miel Aromatica OS 275 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	9	6774.0125	9	0	0	0	0	0	0	0	0	0
385	DS MIEL INFUSIONADA ALOE VERA 265g	DESARROLLO DE PRODUCTO	Vigente	0	39440	0	0	0	0	0	0	0	0	0	0
386	DS ROMERO ALOE VERA 2024 X GRAMO	DESARROLLO DE PRODUCTO	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
387	Miel de Fuego OS 275 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	2	7427.778	2	0	0	0	0	0	0	0	0	0
388	CREMA DE MACADAMIA CON NIBS X KILO	DESARROLLO DE PRODUCTO	Vigente	0	1.006	0	0	0	0	0	0	0	0	0	0
391	HABLADOR MADERA	XMATERIAL DE APOYO VENTAS POP	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
392	Cacao Almendra x Kg. Proveedores Varios San Carlos	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	29852.5641	0	0	0	0	0	0	0	0	0	0
393	CREMA DE MACADAMIA CON NIBS OS 60 GRS	DESARROLLO DE PRODUCTO	Vigente	0	2897.1505	0	0	0	0	0	0	0	0	0	0
394	CREMA DE MACADAMIA CON NIBS OS 110 GRS	DESARROLLO DE PRODUCTO	Vigente	0	5727.7617	0	0	0	0	0	0	0	0	0	0
395	CREMA DE MACADAMIA CON NIBS OS 200 GRS	DESARROLLO DE PRODUCTO	Vigente	0	5657.5903	0	0	0	0	0	0	0	0	0	0
397	DS CREMA DE MANI DOY PACK 10X18 (ID102)	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	13681.79	0	0	0	0	0	0	0	0	0	0
398	CREMA DE MANI BOLSA PLANA VALVULA PERFORACION  (ID 138)	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	13681.79	0	0	0	0	0	0	0	0	0	0
399	ETIQUETA CHOCOBEETAL 90g	T03.21. ETIQUETAS ADESIVAS	Vigente	0	167.3427	0	0	0	0	0	0	0	0	0	0
4	Articulo 1Y	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
400	ETIQUETA CHOCOBEETAL 130g	T03.21. ETIQUETAS ADESIVAS	Vigente	8	150	8	0	0	0	0	0	0	0	0	0
401	ETIQUETA CHOCOBEETAL 200g	T03.21. ETIQUETAS ADESIVAS	Vigente	0	164.6972	0	0	0	0	0	0	0	0	0	0
402	ETIQUETA CREMA DE MACADAMIA CON NIBS DE CACAO 60g	T03.21. ETIQUETAS ADESIVAS	Vigente	51	217.157	51	0	0	0	0	0	0	0	0	0
403	ETIQUETA CREMA DE MACADAMIA CON NIBS DE CACAO 110g	T03.21. ETIQUETAS ADESIVAS	Vigente	55	196.6328	55	0	0	0	0	0	0	0	0	0
404	ETIQUETA CREMA DE MACADAMIA CON NIBS DE CACAO 200g	T03.21. ETIQUETAS ADESIVAS	Vigente	55	187.8418	55	0	0	0	0	0	0	0	0	0
405	CHOCOBEETAL OS 130 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	82	7470.5511	72	0	0	0	0	0	0	0	0	10
406	CHOCOBEETAL OS 230 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	18	25625.0318	18	0	0	0	0	0	0	0	0	0
407	CHOCOBEETAL OS 90 GRS	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	-1	4311.96	-1	0	0	0	0	0	0	0	0	0
408	MOLDE POLICARBONATO AMAZON TABLETA RAYA X UNIDAD	T05.02. A.F. MOLDES	Vigente	1	0	1	0	0	0	0	0	0	0	0	0
409	MOLDE POLICARBONATO AMAZON FIGURAS  VARIAS X UNIDAD	T05.02. A.F. MOLDES	Vigente	4	55000	4	0	0	0	0	0	0	0	0	0
410	Chocolate Puro Cacao 250 grs Granulado LT	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	2	21580.354	2	0	0	0	0	0	0	0	0	0
411	Chocolate Puro Cacao 500 grs Granulado LT	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	8	54263.3556	8	0	0	0	0	0	0	0	0	0
412	CAJA CHOCOLATE OSCURO 73Pgm X UND	T03.41. CAJAS	Vigente	1062	1000	1062	0	0	0	0	0	0	0	0	0
414	BOLSA PLASTICA COBERTURA 3x6" X UND	T03.31. BOLSAS PLASTICAS	Vigente	0	5	0	0	0	0	0	0	0	0	0	0
415	O01.01. Papeleria	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
416	O01.02. Impuestos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
417	O01.03. Gastos de publicidad e imagen	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
418	O01.04. Gastos desarrollo de producto	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
419	O01.05. Fletes Ventas OS	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
420	O01.06. Gastos de Venta OS	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
421	O01.07. Software	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
422	O01.08. Gestiones administrativas y legales	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
423	O01.09. Viaticos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
424	O01.10. Gastos Bancarios	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
425	O01.11. Arriendo	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
426	O01.12. Servicios Publicos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
427	O01.13. Ferreteria	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
428	O01.14. Feria viaticos y general	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
429	O01.15. Feria gastos de venta	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
430	O01.16. Feria insumos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
431	O01.17. Gastos en mejoras y varios	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
432	O01.18. Uniformes y dotacion	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
433	O01.19. Consumibles produccion	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
434	O01.20. Gastos Generales	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
435	O01.21. Tecnologia	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
436	O01.22. Fletes compras	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
437	O01.23. Estudios de mercado y competencia	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
438	O01.30. Por Identificar	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
439	O06.01. Herramientas	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
440	O06.02. Maquinas	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
441	O06.03. Activos Muebles	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
442	O06.04. Activos Fijos y reformas	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
443	O06.05. Vehiculos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
444	O06.06. Tecnologia	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
445	O06.07. Molderia general	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
446	O06.08. Material POP	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
447	O06.20. Otros Activos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
448	O07.01. Honorarios a socios	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
449	O07.02. Comisiones miembros	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
450	O07.03. Honorarios a terceros	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
451	O07.04. Salarios	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
452	O07.05. Eps	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
453	O07.06. Arl	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
454	O07.07. Pension	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
455	O07.08. Parafiscales	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
456	O07.09. Primas	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
457	O07.10. Cesantias	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
458	O07.11. Bonificaciones e incentivos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
459	O07.12. Pago Dividendos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
460	O07.13. Subsidio de transporte	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
461	O07.14. Comision x desempéño	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
462	O07.15. Pagos x Dia	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
463	O07.16. Comisiones red de amigos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
464	O07.17. Comisiones a terceros	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
465	O07.18. x	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
466	O07.19. x	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
467	O07.20. Pagos de Honorarios y dividendos General	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
468	O08.04. Pago Intereses Socios	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
469	O08.05. Pago Intereses Familiares y amigos	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
47	MIEL APICA X 320 GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	15521495.8	0	0	0	0	0	0	0	0	0	0
470	O08.06. Pago Intereses Entidades Financieras	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
471	O08.10. Pago Deudas e Intereses:	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
472	O09.04. Inversiones Financieras	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
473	O10.01. Cursos y mentorias	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
474	O10.02. Talleres y seminarios	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
475	O10.02. Estudios periodos medios	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
476	O10.10. Capacitaciones y Asesorias General	GASTOS	Vigente	-No aplica-	0	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-	-No aplica-
478	Chocolate Puro Granulado x Kilo LT	T01.03. AGROECOLOGICOS GRAL	Vigente	0	67440	0	0	0	0	0	0	0	0	0	0
479	CREMA DE ALMENDRA X KILO	DESARROLLO DE PRODUCTO	Vigente	0	100000	0	0	0	0	0	0	0	0	0	0
48	MIEL APICA X 180 GR	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
480	Tableta Chocolate 73% x 50grs CPM (sin empacar)	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	24	4160.8693	0	0	0	0	0	0	0	0	0	24
481	Tableta Chocolate 73% con Mani x 50grs CPM (sin empacar)	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	3285.0718	0	0	0	0	0	0	0	0	0	0
482	Tableta Chocolate 73% con Macadamia x 50grs CPM (sin empacar)	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	16	4417.2732	0	0	0	0	0	0	0	0	0	16
483	Tableta Chocolate 73% con Almendra x 50grs CPM (sin empacar)	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	8	3877.2391	0	0	0	0	0	0	0	0	0	8
484	Tableta Chocolate 73% con Nibs x 50grs CPM (sin empacar)	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	7	3221.0396	0	0	0	0	0	0	0	0	0	7
485	MANTECA DE CACAO TEMPLADA X KG	T01.03. AGROECOLOGICOS GRAL	Vigente	1.57	17575.6994	1.57	0	0	0	0	0	0	0	0	0
486	DS Bombon Chocolate Relleno Mani	DESARROLLO DE PRODUCTO	Vigente	0	3225.986	0	0	0	0	0	0	0	0	0	0
487	DS Bombon Chocolate Relleno Macadamia	DESARROLLO DE PRODUCTO	Vigente	0	3225.986	0	0	0	0	0	0	0	0	0	0
488	DS Bombon Chocolate Relleno Miel	DESARROLLO DE PRODUCTO	Vigente	0	3225.986	0	0	0	0	0	0	0	0	0	0
489	Tableta Chocolate 73p 50 grs pack x 5 CPM	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
49	MIEL APICA X MEDIA 500GRS	T999. PRODUCTOS QUE NO SE USAN	Vigente	0	0	0	0	0	0	0	0	0	0	0	0
490	Etiquetas Infusion 400g Delantera  x unidad	T03.21. ETIQUETAS ADESIVAS	Vigente	41	1888.4831	41	0	0	0	0	0	0	0	0	0
491	ETIQUETA MIEL OS 500G PLAST.	T03.21. ETIQUETAS ADESIVAS	Vigente	0	150	0	0	0	0	0	0	0	0	0	0
492	ETIQUETA MIEL OS 265G PLAST.	T03.21. ETIQUETAS ADESIVAS	Vigente	0	150	0	0	0	0	0	0	0	0	0	0
493	Tableta Chocolate 73p con Macadamia 50 grs CPM	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	21	25024.8912	21	0	0	0	0	0	0	0	0	0
494	Tableta Chocolate 73p con Mani 50 grs CPM	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	32	25013.1506	32	0	0	0	0	0	0	0	0	0
495	Tableta Chocolate 73p con Almendra 50 grs CPM	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	15	26742.308	15	0	0	0	0	0	0	0	0	0
496	Tableta Chocolate 73p con Nibs 50 grs CPM	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	5	19785.7319	5	0	0	0	0	0	0	0	0	0
497	Infusión de Cacao con Menta y Polen 400 grs	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	6	48297.4305	6	0	0	0	0	0	0	0	0	0
498	Chocolate 1000g Granulado	TPT.01. VENTA AGROECOLOGICOS VARIOS	Vigente	0	449116.658	0	0	0	0	0	0	0	0	0	0
